AcresBurned,Counties,Started,Started_Date,Started_Hour,temperature,relative_humidity,wind_speed,wind_direction,total_precipitation,volumetric_soil_water_layer_1,Fire
,"Shasta, CA",,2019-12-15,,3.79,0.92,0.91,259.57,0.0,0.49,0
,"San Diego, CA",,2013-01-15,,6.9,0.53,2.98,109.12,0.0,0.09,0
,"San Diego, CA",,2013-02-15,,10.59,0.84,1.8,39.63,0.0,0.08,0
,"San Diego, CA",,2013-03-15,,13.41,0.89,1.31,277.5,0.0,0.1,0
,"San Diego, CA",,2013-04-15,,13.62,0.78,2.54,183.45,0.02,0.05,0
,"San Diego, CA",,2013-06-15,,15.7,0.84,1.44,201.6,0.0,0.05,0
,"San Diego, CA",,2013-08-15,,17.99,0.85,1.35,305.02,0.0,0.05,0
,"San Diego, CA",,2013-11-15,,15.41,0.84,2.51,145.23,0.0,0.04,0
,"San Diego, CA",,2013-12-15,,12.1,0.56,2.57,56.71,0.0,0.03,0
,"San Diego, CA",,2014-01-15,,14.4,0.42,2.64,63.47,0.0,0.02,0
,"San Diego, CA",,2014-02-15,,13.74,0.58,0.81,10.15,0.0,0.04,0
,"San Diego, CA",,2014-04-15,,13.83,0.79,1.14,258.73,0.0,0.05,0
,"San Diego, CA",,2014-06-15,,16.41,0.83,1.35,263.33,0.0,0.05,0
,"San Diego, CA",,2014-09-15,,23.25,0.82,1.53,306.08,0.0,0.04,0
,"San Diego, CA",,2014-10-15,,18.79,0.77,2.66,285.95,0.03,0.03,0
,"San Diego, CA",,2014-11-15,,16.92,0.77,0.35,159.24,0.0,0.04,0
,"San Diego, CA",,2014-12-15,,12.73,0.76,1.32,61.43,0.0,0.18,0
,"San Diego, CA",,2015-01-15,,12.84,0.74,1.96,19.43,0.0,0.08,0
,"San Diego, CA",,2015-02-15,,16.16,0.59,1.43,130.55,0.0,0.04,0
,"San Diego, CA",,2015-03-15,,20.32,0.44,3.05,68.35,0.0,0.03,0
,"San Diego, CA",,2015-04-15,,14.66,0.8,0.86,137.21,0.0,0.05,0
,"San Diego, CA",,2015-05-15,,14.53,0.88,2.65,211.93,0.22,0.12,0
,"San Diego, CA",,2015-09-15,,23.23,0.87,3.67,174.61,0.01,0.06,0
,"San Diego, CA",,2015-10-15,,22.41,0.92,2.95,268.97,0.01,0.04,0
,"San Diego, CA",,2015-11-15,,14.82,0.74,2.02,145.36,0.0,0.04,0
,"San Diego, CA",,2015-12-15,,9.9,0.65,1.69,14.29,0.0,0.09,0
,"San Diego, CA",,2016-01-15,,11.7,0.81,2.07,328.3,0.0,0.19,0
,"San Diego, CA",,2016-02-15,,14.5,0.61,2.12,63.68,0.0,0.04,0
,"San Diego, CA",,2016-03-15,,14.62,0.89,1.53,351.42,0.0,0.13,0
,"San Diego, CA",,2016-04-15,,14.34,0.78,2.08,164.49,0.0,0.12,0
,"San Diego, CA",,2016-09-15,,17.27,0.82,2.19,329.16,0.0,0.04,0
,"San Diego, CA",,2016-10-15,,16.81,0.89,2.02,312.94,0.0,0.04,0
,"San Diego, CA",,2016-12-15,,12.34,0.86,2.26,316.46,0.0,0.05,0
,"San Diego, CA",,2017-01-15,,12.75,0.91,3.3,122.08,0.0,0.24,0
,"San Diego, CA",,2017-02-15,,12.24,0.9,2.11,340.44,0.0,0.19,0
,"San Diego, CA",,2017-03-15,,16.23,0.84,2.11,342.9,0.0,0.12,0
,"San Diego, CA",,2017-04-15,,13.84,0.74,1.23,355.26,0.0,0.05,0
,"San Diego, CA",,2017-11-15,,15.95,0.77,1.42,337.38,0.0,0.05,0
,"San Diego, CA",,2018-01-15,,15.04,0.72,1.55,76.81,0.0,0.14,0
,"San Diego, CA",,2018-02-15,,14.84,0.84,1.85,261.19,0.07,0.07,0
,"San Diego, CA",,2018-03-15,,14.33,0.78,3.96,225.56,0.14,0.1,0
,"San Diego, CA",,2018-04-15,,16.82,0.41,1.54,336.86,0.0,0.04,0
,"San Diego, CA",,2018-09-15,,20.14,0.84,1.93,294.85,0.0,0.04,0
,"San Diego, CA",,2018-10-15,,18.49,0.87,2.72,332.76,0.0,0.18,0
,"San Diego, CA",,2018-11-15,,15.23,0.39,3.16,63.67,0.0,0.03,0
,"San Diego, CA",,2018-12-15,,15.17,0.64,1.55,61.87,0.0,0.19,0
,"San Diego, CA",,2019-01-15,,13.32,0.87,1.15,171.29,0.02,0.26,0
,"San Diego, CA",,2019-02-15,,13.36,0.82,3.72,279.65,0.06,0.28,0
,"San Diego, CA",,2019-03-15,,11.72,0.72,1.74,45.1,0.0,0.2,0
,"San Diego, CA",,2019-04-15,,13.75,0.89,2.16,306.56,0.0,0.05,0
,"San Diego, CA",,2019-11-15,,15.39,0.87,2.3,313.76,0.0,0.03,0
,"San Diego, CA",,2019-12-15,,14.49,0.83,3.58,277.42,0.02,0.21,0
,"Kern, CA",,2013-01-15,,4.01,0.36,2.37,4.66,0.0,0.09,0
,"Kern, CA",,2013-02-15,,10.89,0.42,2.63,11.26,0.0,0.09,0
,"Kern, CA",,2013-03-15,,15.61,0.54,1.0,79.42,0.0,0.09,0
,"Kern, CA",,2013-04-15,,10.9,0.93,1.33,174.19,0.05,0.08,0
,"Kern, CA",,2013-06-15,,16.7,0.84,0.71,202.91,0.0,0.08,0
,"Kern, CA",,2013-09-15,,21.41,0.56,1.01,94.11,0.0,0.06,0
,"Kern, CA",,2013-10-15,,15.61,0.37,2.87,12.3,0.0,0.07,0
,"Kern, CA",,2013-11-15,,16.14,0.48,1.28,86.08,0.0,0.06,0
,"Kern, CA",,2013-12-15,,11.14,0.32,3.24,7.64,0.0,0.05,0
,"Kern, CA",,2014-01-15,,15.55,0.19,3.65,9.6,0.0,0.03,0
,"Kern, CA",,2014-02-15,,13.31,0.35,1.14,26.36,0.0,0.05,0
,"Kern, CA",,2014-03-15,,12.53,0.73,1.41,52.21,0.0,0.11,0
,"Kern, CA",,2014-04-15,,15.14,0.45,0.61,0.81,0.0,0.07,0
,"Kern, CA",,2014-05-15,,20.56,0.18,2.16,21.55,0.0,0.06,0
,"Kern, CA",,2014-09-15,,25.33,0.46,1.54,59.47,0.0,0.04,0
,"Kern, CA",,2014-10-15,,18.05,0.78,1.07,187.6,0.0,0.04,0
,"Kern, CA",,2014-11-15,,14.11,0.85,0.89,33.01,0.0,0.08,0
,"Kern, CA",,2014-12-15,,8.91,0.84,1.82,26.87,0.0,0.3,0
,"Kern, CA",,2015-01-15,,10.03,0.62,2.39,3.54,0.0,0.08,0
,"Kern, CA",,2015-02-15,,15.58,0.43,0.79,358.61,0.0,0.07,0
,"Kern, CA",,2015-03-15,,20.88,0.29,1.76,30.2,0.0,0.05,0
,"Kern, CA",,2015-04-15,,14.78,0.16,2.47,26.66,0.0,0.06,0
,"Kern, CA",,2015-05-15,,10.67,0.89,1.51,123.94,0.09,0.18,0
,"Kern, CA",,2015-07-15,,18.87,0.79,1.1,155.71,0.0,0.07,0
,"Kern, CA",,2015-10-15,,21.85,0.87,0.26,299.55,0.0,0.09,0
,"Kern, CA",,2015-11-15,,12.88,0.5,1.4,55.03,0.0,0.05,0
,"Kern, CA",,2015-12-15,,6.83,0.45,2.68,2.21,0.0,0.08,0
,"Kern, CA",,2016-01-15,,8.8,0.86,1.32,41.26,0.0,0.21,0
,"Kern, CA",,2016-02-15,,20.71,0.2,3.68,9.01,0.0,0.05,0
,"Kern, CA",,2016-03-15,,12.0,0.82,2.07,26.78,0.0,0.18,0
,"Kern, CA",,2016-04-15,,14.13,0.55,2.59,338.8,0.0,0.13,0
,"Kern, CA",,2016-10-15,,16.59,0.83,0.25,82.84,0.0,0.05,0
,"Kern, CA",,2016-11-15,,14.94,0.44,1.01,5.11,0.0,0.06,0
,"Kern, CA",,2016-12-15,,12.95,0.78,0.96,343.87,0.0,0.05,0
,"Kern, CA",,2017-01-15,,9.64,0.83,2.7,8.19,0.0,0.3,0
,"Kern, CA",,2017-02-15,,10.27,0.76,1.29,13.52,0.0,0.26,0
,"Kern, CA",,2017-03-15,,16.31,0.64,1.3,15.65,0.0,0.08,0
,"Kern, CA",,2017-04-15,,12.59,0.47,1.69,19.75,0.0,0.06,0
,"Kern, CA",,2017-11-15,,14.13,0.56,1.43,11.06,0.0,0.05,0
,"Kern, CA",,2017-12-15,,14.08,0.26,3.16,12.92,0.0,0.03,0
,"Kern, CA",,2018-01-15,,12.91,0.7,1.72,20.36,0.0,0.2,0
,"Kern, CA",,2018-02-15,,11.35,0.77,0.89,62.9,0.0,0.07,0
,"Kern, CA",,2018-03-15,,11.83,0.87,1.29,173.32,2.06,0.26,0
,"Kern, CA",,2018-04-15,,15.62,0.35,0.93,39.28,0.0,0.07,0
,"Kern, CA",,2018-10-15,,16.63,0.71,2.26,13.95,0.0,0.11,0
,"Kern, CA",,2018-11-15,,13.06,0.21,2.63,11.49,0.0,0.04,0
,"Kern, CA",,2018-12-15,,11.03,0.63,1.57,354.96,0.0,0.15,0
,"Kern, CA",,2019-01-15,,9.82,0.9,1.99,51.85,0.01,0.35,0
,"Kern, CA",,2019-02-15,,9.75,0.88,1.12,235.07,0.01,0.36,0
,"Kern, CA",,2019-03-15,,10.71,0.42,2.77,11.88,0.0,0.24,0
,"Kern, CA",,2019-06-15,,16.36,0.84,1.09,245.73,0.0,0.08,0
,"Kern, CA",,2019-09-15,,23.33,0.56,1.44,76.93,0.0,0.06,0
,"Kern, CA",,2019-10-15,,14.76,0.74,0.51,3.4,0.0,0.05,0
,"Kern, CA",,2019-11-15,,14.55,0.77,0.95,295.97,0.0,0.06,0
,"Kern, CA",,2019-12-15,,10.37,0.79,2.08,341.24,0.0,0.25,0
,"Sonoma, CA",,2013-01-15,,3.95,0.68,1.54,315.05,0.0,0.35,0
,"Sonoma, CA",,2013-02-15,,11.85,0.61,2.01,29.76,0.0,0.27,0
,"Sonoma, CA",,2013-03-15,,11.45,0.71,1.79,279.57,0.0,0.25,0
,"Sonoma, CA",,2013-04-15,,9.99,0.66,4.37,278.52,0.0,0.2,0
,"Sonoma, CA",,2013-08-15,,18.12,0.8,1.92,250.02,0.0,0.14,0
,"Sonoma, CA",,2013-09-15,,14.44,0.87,2.45,254.32,0.0,0.13,0
,"Sonoma, CA",,2013-12-15,,4.47,0.7,1.52,33.98,0.0,0.2,0
,"Sonoma, CA",,2014-01-15,,8.11,0.41,1.74,18.7,0.0,0.14,0
,"Sonoma, CA",,2014-02-15,,12.17,0.94,1.21,238.58,0.0,0.35,0
,"Sonoma, CA",,2014-03-15,,12.61,0.88,1.66,322.27,0.0,0.3,0
,"Sonoma, CA",,2014-04-15,,11.23,0.98,1.66,250.54,0.0,0.27,0
,"Sonoma, CA",,2014-05-15,,17.34,0.54,1.8,291.44,0.0,0.15,0
,"Sonoma, CA",,2014-06-15,,14.74,0.63,2.08,263.53,0.0,0.16,0
,"Sonoma, CA",,2014-07-15,,16.17,0.76,1.4,244.95,0.0,0.16,0
,"Sonoma, CA",,2014-08-15,,15.46,0.87,1.46,211.36,0.0,0.15,0
,"Sonoma, CA",,2014-09-15,,17.25,0.8,1.68,252.95,0.0,0.15,0
,"Sonoma, CA",,2014-10-15,,16.81,0.82,3.17,199.26,0.13,0.14,0
,"Sonoma, CA",,2014-11-15,,11.4,0.94,1.65,282.11,0.0,0.22,0
,"Sonoma, CA",,2014-12-15,,10.9,0.85,2.62,75.36,0.53,0.4,0
,"Sonoma, CA",,2015-01-15,,7.44,0.9,1.77,59.51,0.0,0.31,0
,"Sonoma, CA",,2015-02-15,,12.19,0.82,1.57,344.71,0.0,0.36,0
,"Sonoma, CA",,2015-03-15,,18.47,0.79,1.77,237.96,0.0,0.27,0
,"Sonoma, CA",,2015-04-15,,10.45,0.68,2.92,321.74,0.0,0.22,0
,"Sonoma, CA",,2015-05-15,,10.2,0.91,1.47,253.73,0.03,0.16,0
,"Sonoma, CA",,2015-06-15,,13.0,0.93,1.9,227.74,0.0,0.18,0
,"Sonoma, CA",,2015-07-15,,16.52,0.89,1.6,201.21,0.0,0.15,0
,"Sonoma, CA",,2015-08-15,,19.68,0.65,1.01,256.77,0.0,0.14,0
,"Sonoma, CA",,2015-09-15,,15.2,0.81,2.13,233.69,0.0,0.13,0
,"Sonoma, CA",,2015-10-15,,18.23,0.83,1.68,262.41,0.0,0.14,0
,"Sonoma, CA",,2015-11-15,,11.38,0.92,2.4,158.62,0.0,0.25,0
,"Sonoma, CA",,2015-12-15,,5.44,0.84,2.57,342.1,0.0,0.36,0
,"Sonoma, CA",,2016-01-15,,12.53,0.89,3.64,269.46,0.08,0.42,0
,"Sonoma, CA",,2016-02-15,,15.66,0.72,3.55,353.93,0.0,0.3,0
,"Sonoma, CA",,2016-03-15,,9.43,0.71,2.37,307.57,0.0,0.39,0
,"Sonoma, CA",,2016-04-15,,9.8,0.73,4.17,303.9,0.0,0.32,0
,"Sonoma, CA",,2016-05-15,,13.82,0.92,2.7,283.35,0.0,0.24,0
,"Sonoma, CA",,2016-06-15,,12.48,0.64,3.63,272.59,0.0,0.15,0
,"Sonoma, CA",,2016-07-15,,15.56,0.83,1.67,215.11,0.0,0.16,0
,"Sonoma, CA",,2016-08-15,,14.87,0.84,1.79,230.33,0.0,0.16,0
,"Sonoma, CA",,2016-10-15,,12.2,0.94,0.43,290.92,0.0,0.32,0
,"Sonoma, CA",,2016-11-15,,13.96,1.0,1.5,269.81,0.0,0.29,0
,"Sonoma, CA",,2016-12-15,,14.3,0.91,4.72,180.16,0.12,0.39,0
,"Sonoma, CA",,2017-01-15,,5.3,0.97,1.43,322.59,0.0,0.38,0
,"Sonoma, CA",,2017-02-15,,13.03,0.77,0.24,58.69,0.0,0.36,0
,"Sonoma, CA",,2017-03-15,,13.97,1.0,1.69,256.65,0.0,0.3,0
,"Sonoma, CA",,2017-04-15,,8.92,0.76,1.83,321.53,0.0,0.34,0
,"Sonoma, CA",,2017-05-15,,11.38,0.76,2.18,280.71,0.0,0.16,0
,"Sonoma, CA",,2017-06-15,,18.49,0.47,2.71,277.05,0.0,0.15,0
,"Sonoma, CA",,2017-09-15,,15.78,0.62,2.18,275.98,0.0,0.16,0
,"Sonoma, CA",,2017-11-15,,11.16,0.8,0.96,294.94,0.0,0.27,0
,"Sonoma, CA",,2017-12-15,,6.93,0.77,1.71,35.73,0.0,0.25,0
,"Sonoma, CA",,2018-01-15,,9.15,0.93,1.12,36.39,0.0,0.35,0
,"Sonoma, CA",,2018-02-15,,7.73,0.75,2.94,322.04,0.0,0.23,0
,"Sonoma, CA",,2018-03-15,,7.01,0.71,2.76,287.21,0.0,0.36,0
,"Sonoma, CA",,2018-04-15,,12.92,0.71,1.98,272.36,0.0,0.31,0
,"Sonoma, CA",,2018-05-15,,12.14,0.81,2.53,256.09,0.0,0.16,0
,"Sonoma, CA",,2018-07-15,,16.58,0.81,2.84,248.02,0.0,0.15,0
,"Sonoma, CA",,2018-08-15,,15.12,0.88,2.16,245.02,0.0,0.16,0
,"Sonoma, CA",,2018-09-15,,15.08,0.67,1.86,256.67,0.0,0.15,0
,"Sonoma, CA",,2018-10-15,,17.55,0.18,4.82,31.9,0.0,0.16,0
,"Sonoma, CA",,2018-11-15,,7.75,0.54,1.34,340.47,0.0,0.13,0
,"Sonoma, CA",,2018-12-15,,12.15,0.91,1.06,21.59,0.01,0.34,0
,"Sonoma, CA",,2019-01-15,,8.74,0.87,2.56,79.25,0.17,0.4,0
,"Sonoma, CA",,2019-02-15,,9.19,0.8,4.74,246.03,0.39,0.43,0
,"Sonoma, CA",,2019-03-15,,11.97,0.63,0.73,306.96,0.0,0.36,0
,"Sonoma, CA",,2019-04-15,,11.88,0.58,3.18,272.62,0.0,0.29,0
,"Sonoma, CA",,2019-05-15,,14.28,0.75,1.61,229.18,0.0,0.15,0
,"Sonoma, CA",,2019-06-15,,14.33,0.86,2.36,243.38,0.0,0.16,0
,"Sonoma, CA",,2019-07-15,,21.88,0.54,3.03,279.21,0.0,0.15,0
,"Sonoma, CA",,2019-08-15,,22.19,0.62,1.53,257.97,0.0,0.12,0
,"Sonoma, CA",,2019-09-15,,17.32,0.79,1.93,244.59,0.0,0.11,0
,"Sonoma, CA",,2019-11-15,,12.74,0.89,1.15,260.39,0.0,0.1,0
,"Sonoma, CA",,2019-12-15,,7.8,0.76,3.66,286.82,0.0,0.38,0
,"Contra Costa, CA",,2013-01-15,,1.89,0.8,1.65,213.01,0.0,0.34,0
,"Contra Costa, CA",,2013-02-15,,10.01,0.75,2.01,46.93,0.0,0.22,0
,"Contra Costa, CA",,2013-03-15,,11.03,0.86,1.78,223.39,0.0,0.17,0
,"Contra Costa, CA",,2013-04-15,,10.83,0.7,4.81,245.16,0.0,0.13,0
,"Contra Costa, CA",,2013-05-15,,13.56,0.68,5.71,222.3,0.0,0.14,0
,"Contra Costa, CA",,2013-06-15,,14.27,0.82,2.83,227.47,0.0,0.13,0
,"Contra Costa, CA",,2013-08-15,,17.22,0.89,3.47,225.85,0.0,0.12,0
,"Contra Costa, CA",,2013-10-15,,11.41,0.68,1.52,230.06,0.0,0.08,0
,"Contra Costa, CA",,2013-11-15,,12.21,0.5,3.42,260.72,0.0,0.07,0
,"Contra Costa, CA",,2013-12-15,,4.81,0.87,1.82,67.41,0.0,0.17,0
,"Contra Costa, CA",,2014-01-15,,9.92,0.48,1.89,101.89,0.0,0.11,0
,"Contra Costa, CA",,2014-02-15,,11.62,0.93,1.47,212.04,0.0,0.29,0
,"Contra Costa, CA",,2014-03-15,,11.28,0.97,1.58,226.98,0.0,0.21,0
,"Contra Costa, CA",,2014-04-15,,12.74,0.94,3.01,222.42,0.0,0.16,0
,"Contra Costa, CA",,2014-05-15,,19.07,0.45,1.83,216.18,0.0,0.12,0
,"Contra Costa, CA",,2014-06-15,,14.34,0.71,4.09,220.28,0.0,0.13,0
,"Contra Costa, CA",,2014-08-15,,15.76,0.86,2.51,231.5,0.0,0.12,0
,"Contra Costa, CA",,2014-09-15,,17.0,0.84,3.23,238.51,0.0,0.13,0
,"Contra Costa, CA",,2014-10-15,,17.98,0.75,4.37,209.97,0.01,0.1,0
,"Contra Costa, CA",,2014-11-15,,12.8,0.93,1.6,231.33,0.0,0.16,0
,"Contra Costa, CA",,2014-12-15,,11.44,0.82,1.89,63.29,0.32,0.39,0
,"Contra Costa, CA",,2015-01-15,,6.45,0.98,1.95,80.3,0.0,0.29,0
,"Contra Costa, CA",,2015-02-15,,13.56,0.86,0.55,279.76,0.0,0.34,0
,"Contra Costa, CA",,2015-03-15,,17.34,0.89,1.77,224.45,0.0,0.18,0
,"Contra Costa, CA",,2015-04-15,,9.56,0.83,1.97,283.47,0.0,0.15,0
,"Contra Costa, CA",,2015-05-15,,11.46,0.9,1.81,249.18,0.0,0.13,0
,"Contra Costa, CA",,2015-06-15,,13.12,0.96,4.08,227.86,0.0,0.15,0
,"Contra Costa, CA",,2015-08-15,,17.31,0.85,1.8,219.25,0.0,0.12,0
,"Contra Costa, CA",,2015-09-15,,16.61,0.79,4.06,240.37,0.01,0.13,0
,"Contra Costa, CA",,2015-10-15,,18.86,0.85,2.1,231.93,0.0,0.12,0
,"Contra Costa, CA",,2015-11-15,,11.85,0.91,2.36,186.65,0.0,0.22,0
,"Contra Costa, CA",,2015-12-15,,4.06,0.89,2.4,345.49,0.0,0.3,0
,"Contra Costa, CA",,2016-01-15,,13.07,0.87,3.67,239.98,0.08,0.4,0
,"Contra Costa, CA",,2016-02-15,,15.87,0.68,3.34,352.35,0.0,0.26,0
,"Contra Costa, CA",,2016-03-15,,8.84,0.83,2.1,253.02,0.0,0.39,0
,"Contra Costa, CA",,2016-04-15,,10.01,0.76,3.37,279.8,0.0,0.25,0
,"Contra Costa, CA",,2016-05-15,,15.02,0.92,3.25,245.02,0.0,0.17,0
,"Contra Costa, CA",,2016-06-15,,12.4,0.73,5.08,232.9,0.0,0.12,0
,"Contra Costa, CA",,2016-08-15,,14.95,0.85,3.49,236.07,0.0,0.14,0
,"Contra Costa, CA",,2016-09-15,,14.36,0.85,2.21,232.55,0.0,0.12,0
,"Contra Costa, CA",,2016-10-15,,15.17,0.94,1.32,246.52,0.0,0.22,0
,"Contra Costa, CA",,2016-11-15,,13.97,1.0,2.32,240.21,0.0,0.23,0
,"Contra Costa, CA",,2016-12-15,,14.89,0.82,3.66,188.11,0.0,0.33,0
,"Contra Costa, CA",,2017-01-15,,5.05,0.97,1.19,223.86,0.0,0.38,0
,"Contra Costa, CA",,2017-02-15,,11.97,0.83,1.15,187.79,0.0,0.36,0
,"Contra Costa, CA",,2017-03-15,,14.41,0.99,1.76,223.25,0.0,0.28,0
,"Contra Costa, CA",,2017-04-15,,8.11,0.87,1.49,245.83,0.0,0.3,0
,"Contra Costa, CA",,2017-05-15,,11.81,0.8,3.04,226.65,0.0,0.12,0
,"Contra Costa, CA",,2017-08-15,,15.12,0.87,4.25,220.81,0.0,0.13,0
,"Contra Costa, CA",,2017-09-15,,15.85,0.75,3.35,219.24,0.0,0.14,0
,"Contra Costa, CA",,2017-10-15,,14.12,0.4,1.98,71.24,0.0,0.1,0
,"Contra Costa, CA",,2017-11-15,,12.12,0.79,1.24,229.26,0.0,0.17,0
,"Contra Costa, CA",,2017-12-15,,5.49,0.92,2.02,70.58,0.0,0.14,0
,"Contra Costa, CA",,2018-01-15,,9.19,0.95,1.56,37.58,0.0,0.29,0
,"Contra Costa, CA",,2018-02-15,,7.43,0.85,1.93,247.34,0.0,0.15,0
,"Contra Costa, CA",,2018-03-15,,7.8,0.73,3.31,257.08,0.0,0.32,0
,"Contra Costa, CA",,2018-04-15,,13.85,0.72,2.33,214.98,0.0,0.25,0
,"Contra Costa, CA",,2018-05-15,,12.35,0.82,4.92,240.25,0.0,0.12,0
,"Contra Costa, CA",,2018-09-15,,15.56,0.74,3.53,227.24,0.0,0.12,0
,"Contra Costa, CA",,2018-10-15,,16.06,0.29,4.23,22.2,0.0,0.12,0
,"Contra Costa, CA",,2018-12-15,,12.13,0.9,1.13,129.61,0.05,0.29,0
,"Contra Costa, CA",,2019-01-15,,9.28,0.86,2.48,96.27,0.02,0.39,0
,"Contra Costa, CA",,2019-02-15,,10.37,0.81,5.25,231.46,1.14,0.44,0
,"Contra Costa, CA",,2019-03-15,,8.01,0.8,1.86,202.11,0.0,0.35,0
,"Contra Costa, CA",,2019-04-15,,12.31,0.62,3.91,237.93,0.0,0.27,0
,"Contra Costa, CA",,2019-05-15,,14.36,0.75,3.08,233.87,0.0,0.13,0
,"Contra Costa, CA",,2019-09-15,,17.75,0.87,3.82,226.83,0.0,0.1,0
,"Contra Costa, CA",,2019-11-15,,12.79,0.88,1.73,242.94,0.0,0.08,0
,"Contra Costa, CA",,2019-12-15,,8.66,0.76,4.61,265.12,0.0,0.37,0
,"Butte, CA",,2013-01-15,,0.33,0.48,3.36,57.4,0.0,0.36,0
,"Butte, CA",,2013-02-15,,5.56,0.63,3.89,39.47,0.0,0.26,0
,"Butte, CA",,2013-03-15,,11.99,0.71,1.68,48.46,0.0,0.21,0
,"Butte, CA",,2013-04-15,,11.17,0.5,2.72,322.53,0.0,0.23,0
,"Butte, CA",,2013-07-15,,23.82,0.33,2.3,96.84,0.0,0.17,0
,"Butte, CA",,2013-09-15,,19.0,0.6,1.98,99.12,0.0,0.18,0
,"Butte, CA",,2013-11-15,,10.77,0.37,1.9,14.44,0.0,0.14,0
,"Butte, CA",,2013-12-15,,1.94,0.68,3.58,55.1,0.0,0.27,0
,"Butte, CA",,2014-02-15,,13.57,0.81,3.47,122.42,0.0,0.39,0
,"Butte, CA",,2014-03-15,,9.57,0.78,2.12,51.6,0.0,0.35,0
,"Butte, CA",,2014-04-15,,14.09,0.58,2.48,75.14,0.0,0.26,0
,"Butte, CA",,2014-05-15,,18.86,0.35,2.65,70.42,0.0,0.2,0
,"Butte, CA",,2014-06-15,,20.1,0.2,2.26,79.01,0.0,0.15,0
,"Butte, CA",,2014-08-15,,21.58,0.42,2.79,91.01,0.0,0.18,0
,"Butte, CA",,2014-09-15,,22.17,0.37,2.52,67.49,0.0,0.15,0
,"Butte, CA",,2014-10-15,,15.31,0.81,4.44,156.17,0.29,0.17,0
,"Butte, CA",,2014-11-15,,10.15,0.86,1.88,59.4,0.0,0.33,0
,"Butte, CA",,2014-12-15,,7.42,0.73,1.34,52.15,0.0,0.41,0
,"Butte, CA",,2015-01-15,,5.33,0.76,2.22,67.32,0.0,0.33,0
,"Butte, CA",,2015-02-15,,9.97,0.7,2.04,45.57,0.0,0.37,0
,"Butte, CA",,2015-03-15,,17.57,0.54,2.98,95.18,0.0,0.27,0
,"Butte, CA",,2015-04-15,,8.86,0.36,3.33,14.15,0.0,0.24,0
,"Butte, CA",,2015-05-15,,12.34,0.64,2.49,135.57,0.02,0.2,0
,"Butte, CA",,2015-06-15,,19.29,0.56,1.58,98.51,0.0,0.2,0
,"Butte, CA",,2015-08-15,,18.35,0.41,1.69,41.46,0.0,0.17,0
,"Butte, CA",,2015-11-15,,10.53,0.74,4.23,131.05,0.0,0.29,0
,"Butte, CA",,2015-12-15,,1.97,0.58,2.92,29.97,0.0,0.4,0
,"Butte, CA",,2016-01-15,,7.23,0.88,3.19,130.53,1.1,0.45,0
,"Butte, CA",,2016-02-15,,13.22,0.6,3.54,30.54,0.0,0.31,0
,"Butte, CA",,2016-03-15,,7.02,0.76,1.9,50.2,0.0,0.42,0
,"Butte, CA",,2016-04-15,,8.02,0.63,2.49,349.75,0.0,0.33,0
,"Butte, CA",,2016-10-15,,14.26,0.89,3.26,136.96,0.02,0.39,0
,"Butte, CA",,2016-11-15,,13.1,0.69,2.62,89.8,0.0,0.32,0
,"Butte, CA",,2016-12-15,,11.82,0.88,5.68,152.08,0.32,0.44,0
,"Butte, CA",,2017-01-15,,4.0,0.7,3.23,54.36,0.0,0.4,0
,"Butte, CA",,2017-03-15,,14.45,0.7,2.82,81.51,0.0,0.32,0
,"Butte, CA",,2017-04-15,,6.27,0.69,2.24,37.39,0.0,0.4,0
,"Butte, CA",,2017-05-15,,11.35,0.55,1.55,56.93,0.0,0.19,0
,"Butte, CA",,2017-11-15,,9.79,0.73,2.58,100.66,0.01,0.37,0
,"Butte, CA",,2017-12-15,,5.53,0.56,3.37,56.57,0.0,0.33,0
,"Butte, CA",,2018-01-15,,10.43,0.7,2.18,52.89,0.0,0.38,0
,"Butte, CA",,2018-02-15,,6.98,0.58,2.6,30.06,0.01,0.26,0
,"Butte, CA",,2018-03-15,,4.74,0.89,1.36,94.02,0.07,0.44,0
,"Butte, CA",,2018-04-15,,16.51,0.63,3.28,122.97,0.0,0.35,0
,"Butte, CA",,2018-05-15,,16.42,0.66,1.97,115.23,0.0,0.2,0
,"Butte, CA",,2018-08-15,,21.6,0.51,1.38,122.65,0.0,0.17,0
,"Butte, CA",,2018-12-15,,10.71,0.92,1.85,135.65,0.41,0.37,0
,"Butte, CA",,2019-01-15,,8.24,0.8,2.68,56.19,0.65,0.39,0
,"Butte, CA",,2019-02-15,,7.47,0.85,7.3,187.25,2.4,0.45,0
,"Butte, CA",,2019-03-15,,7.85,0.43,3.39,56.19,0.0,0.37,0
,"Butte, CA",,2019-08-15,,25.61,0.29,1.68,56.94,0.0,0.16,0
,"Butte, CA",,2019-11-15,,11.16,0.76,1.94,103.89,0.0,0.16,0
,"Butte, CA",,2019-12-15,,4.25,0.96,1.06,294.1,0.03,0.43,0
,"Tulare, CA",,2013-01-15,,1.66,0.71,1.62,17.3,0.0,0.29,0
,"Tulare, CA",,2013-02-15,,4.83,1.07,1.14,314.25,0.0,0.24,0
,"Tulare, CA",,2013-03-15,,18.5,0.58,2.03,309.15,0.0,0.21,0
,"Tulare, CA",,2013-04-15,,15.72,0.44,4.93,321.72,0.0,0.16,0
,"Tulare, CA",,2013-05-15,,22.24,0.36,0.83,255.82,0.0,0.13,0
