temperature,relative_humidity,wind_speed,wind_direction,total_precipitation,volumetric_soil_water_layer_1,Counties_Idx,Started_Date
3.29,0.54,1.15,267.01,0.0,0.05,31,2013-02-15
27.06,0.25,1.27,260.04,0.0,0.12,15,2016-06-01
2.39,0.78,1.22,66.33,0.0,0.34,48,2014-03-15
29.87,0.46,4.54,285.15,0.0,0.04,10,2018-07-06
13.21,0.8,0.31,70.85,0.0,0.14,27,2018-09-15
19.93,0.62,3.08,312.72,0.0,0.03,10,2019-10-15
15.97,0.79,1.42,202.12,0.0,0.13,33,2013-07-19
8.81,0.8,1.7,68.75,0.0,0.33,48,2018-05-15
19.47,0.57,1.83,318.02,0.0,0.13,24,2013-05-12
7.98,0.78,0.49,300.76,0.11,0.34,6,2018-04-15
12.05,0.34,0.67,160.64,0.0,0.03,31,2014-10-15
-5.54,0.61,0.42,130.5,0.0,0.34,6,2013-01-15
-0.3,0.82,1.87,353.67,0.0,0.28,6,2015-04-15
4.66,0.87,1.35,75.24,0.0,0.32,40,2015-01-15
14.37,0.9,3.42,275.47,0.01,0.04,49,2017-08-15
3.34,0.86,0.75,77.08,0.31,0.44,0,2018-03-15
14.26,0.99,1.83,248.93,0.0,0.27,26,2017-03-15
4.43,0.51,4.52,271.12,0.0,0.34,21,2015-04-13
17.69,0.79,0.61,75.19,0.0,0.07,17,2019-07-21
6.5,0.72,0.58,43.5,0.0,0.13,34,2017-12-15
15.99,0.84,0.84,52.94,0.02,0.21,15,2016-10-29
10.96,0.83,5.55,151.93,0.61,0.32,23,2019-01-15
25.61,0.81,4.16,105.33,0.02,0.12,42,2015-05-15
16.41,0.83,1.35,263.33,0.0,0.05,10,2014-06-15
21.05,0.7,1.53,232.74,0.01,0.13,36,2015-09-15
7.41,0.75,2.37,59.95,0.0,0.32,0,2016-11-15
2.53,0.71,0.85,65.16,0.0,0.4,48,2017-02-15
19.79,0.52,4.23,321.67,0.0,0.14,5,2016-05-15
12.17,0.59,4.44,306.88,0.0,0.25,34,2016-04-15
8.35,0.86,1.02,326.71,0.01,0.34,34,2018-03-15
15.3,0.77,3.63,187.6,0.0,0.05,10,2013-05-23
22.28,0.81,0.84,161.46,0.03,0.05,35,2015-09-15
10.9,0.93,1.33,174.19,0.05,0.08,11,2013-04-15
21.64,0.49,2.3,311.59,0.0,0.13,34,2017-07-31
23.97,0.45,3.96,297.25,0.0,0.13,24,2019-06-15
5.22,0.59,0.38,98.76,0.0,0.28,5,2015-12-15
23.42,0.81,1.9,180.48,0.0,0.06,10,2017-09-01
19.14,0.35,3.02,41.82,0.0,0.16,14,2013-06-03
4.47,0.67,1.85,120.08,0.0,0.12,33,2018-11-15
5.79,0.46,2.52,41.59,0.0,0.28,20,2019-03-15
14.9,0.29,6.56,338.15,0.0,0.16,44,2015-04-15
9.74,0.61,2.12,131.7,0.0,0.19,5,2015-11-15
17.8,0.45,1.8,332.74,0.01,0.01,25,2018-05-15
27.19,0.3,2.7,307.54,0.0,0.12,36,2016-08-15
26.77,0.54,0.16,217.14,0.0,0.13,41,2014-07-15
13.18,0.46,0.88,175.45,0.0,0.14,6,2019-09-15
11.64,0.52,3.13,327.25,0.0,0.24,44,2016-04-15
11.03,0.88,1.62,165.54,0.01,0.34,34,2018-01-15
15.08,0.63,1.77,100.92,0.0,0.31,3,2013-05-15
9.0,0.85,1.69,347.99,0.0,0.12,19,2015-12-15
16.67,0.61,4.87,347.42,0.0,0.28,33,2016-02-15
14.09,0.9,3.63,306.18,0.0,0.04,49,2019-07-15
1.61,0.6,2.84,347.45,0.0,0.05,22,2013-11-15
13.45,0.9,5.5,280.32,0.08,0.3,2,2015-09-15
15.15,0.73,0.84,173.35,0.0,0.11,18,2015-02-15
10.34,0.54,2.12,116.15,0.0,0.4,0,2016-12-15
8.75,0.77,1.66,305.51,0.0,0.31,26,2017-04-15
4.16,0.8,4.09,293.62,0.0,0.4,29,2015-03-15
21.24,0.53,1.36,114.82,0.0,0.09,44,2018-07-27
25.76,0.49,1.13,51.33,0.0,0.07,11,2018-07-08
21.17,0.57,1.02,260.78,0.01,0.24,27,2018-06-03
11.69,0.88,1.58,359.69,0.0,0.14,23,2019-11-15
24.0,0.58,1.33,170.71,0.0,0.18,2,2017-06-18
18.27,0.93,1.51,251.86,0.0,0.07,30,2015-10-15
8.78,0.4,2.56,96.62,0.0,0.36,0,2015-11-15
9.97,0.7,2.04,45.57,0.0,0.37,14,2015-02-15
11.45,0.71,1.79,279.57,0.0,0.25,12,2013-03-15
3.78,0.72,2.16,34.0,0.0,0.25,23,2013-01-15
12.55,0.16,2.5,24.6,0.0,0.05,17,2018-11-15
21.31,0.45,1.89,291.38,0.01,0.12,5,2018-10-02
16.69,0.69,3.25,41.32,0.0,0.11,50,2019-12-15
15.78,0.62,2.18,275.98,0.0,0.16,12,2017-09-15
15.94,0.92,0.95,95.67,2.83,0.45,4,2018-03-15
16.15,0.31,2.33,55.1,0.0,0.06,43,2013-10-06
13.38,0.84,0.5,70.02,0.01,0.23,48,2017-09-15
15.63,0.91,2.03,111.79,0.48,0.19,29,2018-06-23
23.38,0.92,0.44,315.92,0.03,0.35,28,2015-12-15
23.64,0.39,1.79,275.87,0.0,0.26,29,2013-08-16
35.99,0.27,1.11,175.96,0.0,0.11,8,2018-07-14
19.29,0.27,0.51,243.24,0.0,0.09,38,2018-06-27
4.41,0.73,1.94,96.69,0.0,0.33,21,2015-11-15
13.41,0.29,3.9,314.84,0.0,0.15,5,2015-04-15
8.08,0.79,0.81,173.3,0.02,0.25,20,2016-01-15
17.72,0.85,4.97,260.95,0.0,0.22,2,2019-08-22
9.28,0.86,2.48,96.27,0.02,0.39,13,2019-01-15
20.57,0.52,2.23,315.76,0.0,0.14,34,2015-06-15
14.83,0.92,1.32,299.23,0.0,0.05,18,2014-08-15
18.85,0.52,1.92,166.31,0.0,0.09,46,2018-09-15
6.91,0.8,2.75,218.41,0.0,0.3,7,2016-09-15
10.34,0.42,0.88,71.87,0.0,0.19,20,2018-12-15
15.13,0.85,0.57,89.66,1.47,0.43,4,2013-09-15
10.8,0.75,3.68,303.87,0.0,0.05,49,2019-04-15
18.91,0.66,2.12,161.53,0.04,0.11,46,2014-10-15
17.04,0.74,2.86,168.32,0.03,0.17,40,2015-09-15
-0.05,0.77,0.58,166.47,0.0,0.37,22,2016-03-15
13.78,0.75,1.48,262.31,0.0,0.27,2,2018-05-04
5.64,0.88,0.9,174.04,0.0,0.39,8,2018-03-15
15.88,0.44,0.69,109.28,0.0,0.05,1,2015-02-15
16.83,0.88,0.48,183.25,0.0,0.08,11,2016-07-08
9.92,0.7,3.54,299.82,0.0,0.27,26,2016-04-15
8.97,0.69,1.25,206.58,0.03,0.32,37,2018-03-15
21.87,0.54,2.8,333.33,0.0,0.19,29,2018-06-16
8.14,0.89,2.75,317.72,0.0,0.32,45,2016-11-15
11.58,0.68,0.44,0.67,0.0,0.23,15,2014-02-15
9.82,0.78,3.97,319.59,0.0,0.27,23,2019-12-15
23.57,0.94,0.84,207.69,0.0,0.25,28,2018-03-15
24.85,0.33,6.44,319.42,0.0,0.04,19,2017-09-17
17.92,0.8,0.85,139.71,0.0,0.14,23,2019-06-12
11.79,0.93,7.26,167.32,6.09,0.46,14,2017-02-07
17.79,0.64,1.54,313.9,0.0,0.22,34,2018-04-15
9.48,0.76,7.18,83.08,0.01,0.27,2,2019-10-30
16.51,0.75,8.12,162.24,0.0,0.09,50,2018-12-15
16.7,0.84,0.71,202.91,0.0,0.08,11,2013-06-15
13.31,0.85,0.41,97.47,0.11,0.41,4,2014-12-15
9.23,0.84,0.84,203.51,0.0,0.37,8,2019-05-20
15.48,0.36,1.28,93.44,0.0,0.05,1,2018-04-15
9.74,0.82,1.39,50.72,0.0,0.38,40,2018-01-15
14.16,0.73,3.6,67.83,0.0,0.34,3,2015-06-08
22.01,0.45,3.11,306.01,0.0,0.1,24,2013-09-15
14.66,0.8,0.86,137.21,0.0,0.05,10,2015-04-15
12.07,0.72,1.58,356.05,0.0,0.16,36,2017-11-15
19.28,0.71,1.9,243.91,0.0,0.22,15,2019-06-03
25.49,0.4,0.49,343.42,0.0,0.11,8,2017-06-24
12.48,0.97,0.28,140.08,0.0,0.05,49,2017-03-15
12.73,0.76,1.32,61.43,0.0,0.18,10,2014-12-15
16.29,0.77,2.93,306.13,0.0,0.06,16,2016-10-15
14.76,0.74,0.51,3.4,0.0,0.05,11,2019-10-15
15.77,0.21,3.79,350.72,0.0,0.12,46,2018-10-15
17.39,0.91,1.11,293.33,0.16,0.15,23,2015-09-15
18.43,0.36,1.68,307.36,0.0,0.23,9,2017-10-08
19.07,0.48,1.39,323.16,0.0,0.12,5,2016-07-11
23.83,0.85,0.58,217.08,0.3,0.38,28,2014-06-15
1.14,0.87,1.72,217.79,0.0,0.4,45,2019-04-15
21.8,0.94,1.89,14.81,0.01,0.36,28,2019-11-15
13.71,0.35,0.76,213.91,0.0,0.02,31,2016-04-15
18.09,0.71,0.84,140.48,0.0,0.07,1,2018-06-09
23.2,0.66,6.17,101.92,0.31,0.15,2,2017-07-18
16.26,0.61,5.82,281.11,0.02,0.23,2,2016-07-12
14.55,0.41,5.38,324.96,0.0,0.13,36,2017-05-12
20.92,0.33,1.31,132.34,0.0,0.12,46,2014-05-15
16.06,0.88,0.44,178.64,0.0,0.06,43,2019-10-15
12.89,0.69,4.22,281.5,0.0,0.27,2,2017-05-18
29.8,0.16,0.18,173.93,0.0,0.18,0,2015-07-29
27.18,0.87,4.6,78.81,0.02,0.18,42,2015-09-15
18.16,0.35,2.39,2.22,0.0,0.13,23,2013-05-20
-7.89,0.82,1.89,346.72,0.0,0.37,29,2015-01-15
2.8,0.34,2.33,18.64,0.0,0.07,17,2013-01-15
13.05,0.68,1.14,139.58,0.02,0.24,33,2017-11-15
27.96,0.14,2.85,8.65,0.0,0.03,10,2014-05-14
19.01,0.86,4.87,270.19,0.02,0.13,2,2015-07-01
8.52,0.4,0.46,177.81,0.0,0.02,31,2019-11-15
17.54,0.52,2.27,320.72,0.0,0.16,34,2013-03-15
11.16,0.81,3.7,152.71,0.0,0.22,44,2015-11-15
17.0,0.84,3.23,238.51,0.0,0.13,13,2014-09-15
23.78,0.14,2.79,3.86,0.0,0.13,12,2017-10-14
19.3,0.58,3.35,271.62,0.0,0.19,2,2017-07-02
19.13,0.63,0.58,87.03,0.0,0.06,17,2013-08-15
28.3,0.26,2.61,321.99,0.0,0.13,41,2016-09-26
13.19,0.83,1.35,185.47,0.02,0.09,20,2016-05-15
9.08,0.97,3.17,113.59,0.05,0.28,2,2018-04-15
6.14,0.79,2.73,289.34,0.0,0.36,45,2016-05-15
25.61,0.66,3.64,221.73,0.0,0.02,50,2018-06-09
14.38,0.74,1.56,349.35,0.0,0.09,16,2015-02-15
27.55,0.12,4.29,8.23,0.0,0.09,26,2017-10-08
12.82,0.73,6.82,295.06,0.0,0.06,18,2017-06-11
14.73,0.86,1.32,70.54,0.04,0.24,27,2013-05-03
0.93,0.76,1.72,145.46,0.0,0.34,33,2013-01-15
15.98,0.46,1.16,251.37,0.0,0.13,44,2017-05-15
18.87,0.73,1.19,36.51,0.0,0.12,8,2017-09-15
15.88,0.21,1.62,158.72,0.0,0.01,25,2017-05-15
10.77,0.87,6.83,272.54,0.69,0.31,2,2014-06-04
10.19,0.94,3.44,221.59,0.01,0.4,41,2014-11-15
15.04,0.5,3.56,175.14,0.0,0.26,46,2019-04-15
25.13,0.31,0.28,182.68,0.0,0.23,14,2016-06-20
32.65,0.2,2.79,258.84,0.0,0.2,39,2016-06-28
21.38,0.42,3.26,308.63,0.0,0.12,24,2016-07-21
22.08,0.88,6.42,17.82,0.09,0.16,42,2017-11-15
21.28,0.63,0.88,34.58,0.03,0.23,2,2018-06-03
18.44,0.72,1.37,161.36,0.0,0.06,35,2017-06-22
-0.26,0.82,3.84,216.82,0.0,0.29,21,2013-11-15
-8.39,0.93,2.55,28.04,0.22,0.25,7,2014-01-03
24.85,0.62,2.23,288.35,0.0,0.03,19,2014-09-14
32.26,0.23,2.58,251.62,0.0,0.13,41,2018-07-25
5.44,0.84,2.57,342.1,0.0,0.36,12,2015-12-15
10.47,0.79,5.8,310.7,0.0,0.04,49,2018-02-15
10.33,0.95,4.15,310.06,0.08,0.36,7,2017-06-15
13.77,0.8,1.31,253.56,0.03,0.21,34,2015-05-15
27.39,0.47,0.76,98.47,0.0,0.12,15,2015-07-19
25.12,0.02,0.33,117.17,0.0,0.0,25,2014-06-15
34.12,0.22,3.82,262.67,0.0,0.13,13,2017-07-08
7.67,0.48,2.13,216.86,0.0,0.06,22,2014-04-15
22.97,0.47,3.07,299.95,0.0,0.11,24,2016-07-04
16.86,0.79,3.58,320.59,0.0,0.05,18,2017-08-07
13.24,0.43,1.29,331.59,0.0,0.11,36,2013-10-15
15.38,0.32,1.28,90.15,0.0,0.06,35,2018-04-15
19.41,0.68,0.08,43.8,0.0,0.05,35,2014-08-15
13.23,0.82,0.63,204.05,0.09,0.14,37,2019-05-15
21.08,0.74,1.03,168.7,4.1,0.06,1,2014-07-15
34.25,0.2,3.96,313.59,0.0,0.12,41,2017-07-23
17.6,0.65,1.91,174.51,0.0,0.19,33,2017-06-01
4.84,0.76,1.43,199.3,0.0,0.07,31,2015-02-15
31.08,0.29,1.96,244.12,0.0,0.13,46,2015-07-31
15.64,0.91,0.48,79.76,1.12,0.46,4,2013-08-15
13.39,0.75,3.24,231.68,0.0,0.08,30,2014-06-15
14.55,0.77,0.95,295.97,0.0,0.06,11,2019-11-15
11.85,0.91,2.36,186.65,0.0,0.22,13,2015-11-15
20.63,0.56,2.56,329.09,0.0,0.14,34,2018-08-15
8.11,0.87,1.49,245.83,0.0,0.3,13,2017-04-15
18.58,0.67,5.21,306.39,0.0,0.13,24,2016-05-15
11.31,0.83,1.71,90.88,0.0,0.32,40,2016-11-15
16.48,0.91,0.36,78.02,0.24,0.45,4,2017-11-15
2.67,0.94,4.13,278.09,0.01,0.35,7,2019-04-15
20.84,0.34,2.69,76.34,0.0,0.03,10,2014-05-15
13.31,0.84,7.2,257.48,0.21,0.33,21,2017-06-15
24.96,0.67,4.49,207.32,0.0,0.22,21,2015-08-15
18.66,0.46,4.44,173.23,0.0,0.11,33,2013-05-15
14.08,0.9,0.3,53.25,0.23,0.29,27,2014-04-15
15.61,0.53,1.1,22.63,0.0,0.05,18,2014-05-15
17.81,0.95,1.19,243.73,0.0,0.3,21,2015-07-15
4.85,0.42,1.99,49.09,0.0,0.08,43,2013-01-15
27.0,0.89,4.13,130.86,0.02,0.16,42,2018-10-15
12.94,0.88,9.36,224.01,1.06,0.32,32,2019-09-15
22.99,0.78,3.66,118.74,0.05,0.08,42,2019-03-15
19.52,0.91,1.69,148.41,0.23,0.06,16,2015-09-15
18.57,0.73,2.46,124.79,0.0,0.19,46,2015-03-15
20.65,0.54,0.72,184.43,0.0,0.2,14,2019-06-15
13.74,0.85,2.59,127.36,0.0,0.39,40,2014-02-15
20.82,0.48,2.23,330.72,0.0,0.13,24,2015-06-18
10.08,0.26,6.37,73.79,0.0,0.27,3,2018-10-15
19.05,0.53,2.13,184.75,0.0,0.08,33,2018-09-15
16.88,0.25,1.74,176.24,0.0,0.02,31,2017-05-15
22.06,0.81,3.72,119.9,0.0,0.1,42,2013-01-15
8.0,0.77,1.09,289.98,0.0,0.26,6,2015-05-15
19.52,0.38,2.25,38.53,0.0,0.11,23,2017-09-26
18.86,0.92,1.74,5.55,0.0,0.35,28,2017-01-15
9.44,0.69,2.34,136.48,0.0,0.45,3,2014-02-15
-20.01,0.77,3.26,347.14,0.0,0.3,21,2016-01-15
13.69,0.68,0.92,72.6,0.0,0.17,27,2013-07-15
19.57,0.31,1.91,86.53,0.0,0.06,22,2013-09-07
26.43,0.23,4.3,306.01,0.0,0.14,41,2019-06-10
7.21,0.98,0.67,273.86,0.0,0.26,2,2017-03-15
12.36,0.68,1.62,72.36,0.0,0.29,39,2013-03-15
14.19,0.73,0.61,10.04,0.0,0.15,23,2014-04-15
-6.63,0.59,2.79,338.13,0.0,0.35,45,2017-03-15
16.7,0.51,1.17,13.4,0.0,0.14,6,2019-07-27
12.08,0.67,2.11,298.45,0.0,0.12,15,2018-10-24
22.23,0.46,1.95,140.18,0.0,0.14,40,2017-07-24
21.89,0.49,2.7,305.38,0.0,0.14,5,2017-05-28
15.66,0.22,0.65,267.75,0.0,0.0,25,2014-02-15
17.25,0.26,5.13,1.45,0.0,0.13,26,2019-06-08
14.59,0.82,1.09,112.31,0.0,0.08,43,2017-11-15
14.45,0.94,1.09,256.8,0.0,0.13,23,2018-09-29
26.44,0.31,3.74,297.79,0.0,0.1,24,2013-07-15
8.37,0.85,3.47,70.65,0.0,0.39,41,2017-02-15
15.29,0.52,3.93,329.24,0.0,0.06,16,2013-11-15
17.75,0.13,1.08,208.68,0.0,0.03,31,2014-06-15
15.82,0.61,3.8,340.43,0.0,0.04,49,2014-05-15
8.66,0.76,4.61,265.12,0.0,0.37,13,2019-12-15
18.61,0.52,2.27,324.61,0.0,0.12,36,2016-09-15
26.44,0.1,2.83,354.12,0.0,0.16,12,2013-05-01
13.96,0.85,3.81,311.31,0.0,0.05,18,2019-07-29
21.18,0.73,1.41,289.86,0.59,0.43,4,2014-09-29
19.8,0.45,2.28,312.09,0.0,0.12,24,2014-08-18
15.62,0.35,0.93,39.28,0.0,0.07,11,2018-04-15
19.7,0.64,0.22,261.73,0.0,0.14,23,2017-07-09
14.5,0.61,2.12,63.68,0.0,0.04,10,2016-02-15
10.92,0.85,5.92,117.17,0.2,0.07,49,2019-01-15
11.92,0.88,2.85,311.7,0.0,0.13,37,2015-05-15
11.49,0.8,1.16,94.77,0.0,0.25,24,2018-01-15
6.24,0.58,0.02,92.0,0.0,0.15,34,2018-11-15
10.16,0.57,1.58,60.39,0.0,0.2,20,2018-01-15
24.59,0.74,8.48,65.37,0.02,0.08,42,2015-11-15
18.99,0.57,0.17,112.99,0.0,0.08,20,2016-08-07
13.85,0.72,2.33,214.98,0.0,0.25,13,2018-04-15
10.96,0.78,1.0,352.48,0.0,0.39,9,2017-06-13
16.51,0.71,0.33,215.37,0.0,0.08,20,2019-06-15
13.35,0.72,0.62,64.88,0.08,0.18,27,2019-10-15
24.44,0.33,2.92,305.22,0.0,0.12,24,2015-08-15
23.02,0.59,1.64,238.67,0.0,0.09,26,2019-08-15
14.06,0.69,1.72,161.22,0.0,0.15,0,2014-10-15
18.57,0.52,1.58,236.33,0.0,0.17,47,2017-04-15
20.01,0.81,1.76,163.43,0.05,0.16,41,2014-09-15
29.0,0.06,3.43,358.26,0.0,0.12,26,2013-04-30
16.07,0.6,0.35,237.71,0.0,0.28,8,2018-04-15
9.28,0.5,0.72,214.36,0.0,0.08,38,2018-09-22
19.1,0.88,0.94,286.15,0.65,0.44,4,2018-11-08
26.59,0.24,2.23,299.03,0.0,0.14,15,2015-06-15
15.96,0.62,1.63,239.75,0.0,0.13,26,2017-09-15
14.07,0.93,1.23,121.37,0.0,0.21,43,2016-03-15
15.17,0.94,1.32,246.52,0.0,0.22,13,2016-10-15
22.86,0.31,3.16,116.85,0.0,0.14,40,2019-09-15
19.37,0.26,3.23,351.29,0.0,0.23,9,2016-09-25
5.69,0.88,6.7,218.99,0.18,0.26,2,2013-03-15
12.96,0.81,6.62,325.66,0.0,0.1,37,2014-06-15
16.73,0.75,1.14,135.55,0.0,0.04,1,2014-06-15
2.02,0.92,2.28,145.08,0.87,0.47,3,2018-03-15
1.46,0.98,4.76,178.11,0.07,0.35,32,2019-12-15
18.69,0.84,1.99,137.8,0.0,0.07,43,2017-10-09
19.93,0.91,1.37,16.18,0.0,0.26,28,2017-02-15
9.8,0.9,1.86,67.22,0.01,0.38,17,2019-01-15
15.79,0.9,2.09,238.23,0.0,0.19,41,2013-10-15
13.96,0.29,0.83,27.08,0.0,0.15,6,2013-06-15
15.44,0.94,0.95,7.86,0.0,0.24,2,2018-05-28
13.59,0.68,1.79,149.43,0.0,0.15,46,2015-05-15
20.49,0.28,1.84,298.77,0.0,0.12,36,2014-06-15
13.78,0.48,6.88,68.55,0.0,0.17,2,2015-04-18
11.44,0.82,1.89,63.29,0.32,0.39,13,2014-12-15
13.39,0.85,0.46,60.26,0.1,0.17,27,2013-09-15
15.86,0.82,3.02,171.43,1.52,0.42,45,2019-05-15
9.55,0.36,4.22,71.99,0.0,0.22,3,2017-10-15
4.03,0.27,0.77,274.56,0.0,0.05,25,2015-12-15
14.35,0.2,1.92,27.25,0.0,0.06,17,2015-04-15
11.82,0.92,0.6,77.44,0.0,0.32,36,2015-02-15
-4.7,0.85,0.82,122.92,0.0,0.39,6,2017-01-15
25.61,0.56,1.3,234.41,0.0,0.14,15,2015-07-21
5.78,0.85,7.82,309.01,0.03,0.13,19,2017-01-15
20.14,0.84,1.93,294.85,0.0,0.04,10,2018-09-15
30.51,0.11,3.98,305.6,0.0,0.12,24,2018-07-09
25.93,0.37,1.87,307.47,0.0,0.11,36,2014-09-15
9.09,0.76,1.88,118.04,0.0,0.37,36,2014-12-15
20.54,0.6,2.58,300.49,0.0,0.12,34,2017-08-15
24.44,0.64,4.99,350.84,0.0,0.02,50,2017-09-15
8.68,0.55,3.36,211.86,0.0,0.29,45,2015-11-15
16.24,0.7,0.66,170.15,0.0,0.07,16,2013-06-15
13.77,0.94,1.01,338.0,0.0,0.04,49,2018-10-15
13.0,0.84,1.8,200.16,0.7,0.24,43,2018-03-15
15.59,0.24,2.25,44.8,0.0,0.04,20,2019-10-21
5.3,0.97,1.43,322.59,0.0,0.38,12,2017-01-15
10.48,0.9,3.38,212.02,0.0,0.22,2,2016-10-15
28.74,0.33,1.29,292.31,0.0,0.11,15,2018-08-15
16.05,0.61,4.99,154.22,0.0,0.26,2,2017-05-21
12.03,0.15,3.97,28.85,0.0,0.03,1,2017-12-05
8.96,0.71,5.14,194.31,0.01,0.37,45,2016-01-15
27.12,0.85,3.1,213.02,0.0,0.18,42,2019-08-15
13.71,0.84,1.33,145.81,0.0,0.1,43,2013-03-15
14.79,0.95,1.66,182.48,0.0,0.25,44,2017-03-15
9.9,0.63,5.9,213.16,0.0,0.38,21,2015-03-15
12.35,0.82,4.92,240.25,0.0,0.12,13,2018-05-15
27.7,0.81,2.24,104.73,0.0,0.16,42,2017-09-15
22.2,0.81,0.68,294.39,0.56,0.44,4,2016-05-12
13.18,0.69,2.33,130.42,0.02,0.18,40,2015-05-15
11.11,0.82,0.35,245.83,0.0,0.07,16,2013-04-15
16.25,0.7,2.86,211.15,0.0,0.03,10,2014-05-05
18.8,0.89,2.04,210.67,0.0,0.2,21,2014-08-15
6.35,0.8,2.51,315.64,0.0,0.32,32,2014-04-15
11.46,0.89,2.06,118.5,0.69,0.38,40,2018-12-15
16.59,0.88,3.51,324.95,0.0,0.1,37,2014-08-15
4.59,0.6,5.38,334.4,0.0,0.35,45,2017-02-15
3.73,0.56,1.28,84.93,0.0,0.2,6,2013-10-15
0.53,0.69,1.01,66.37,0.0,0.39,48,2019-03-15
12.25,0.83,0.85,269.38,0.0,0.12,30,2017-11-15
4.41,0.57,1.21,291.42,0.0,0.09,31,2016-02-15
0.14,0.93,1.81,69.84,0.0,0.41,48,2019-01-15
10.92,0.91,3.02,289.27,0.0,0.04,49,2018-05-15
5.05,0.97,1.19,223.86,0.0,0.38,13,2017-01-15
7.98,0.79,2.38,327.76,0.0,0.12,19,2019-02-15
17.75,0.61,9.75,16.94,0.0,0.02,50,2016-10-15
19.25,0.74,4.85,264.27,0.03,0.15,2,2019-07-11
14.85,0.84,1.87,163.92,0.05,0.07,17,2016-05-15
9.59,0.79,0.88,77.81,0.0,0.22,36,2013-02-15
24.57,0.4,2.92,138.43,0.0,0.12,44,2018-06-15
17.54,0.93,0.37,299.81,1.62,0.45,4,2013-03-15
21.38,0.83,1.97,187.54,0.0,0.3,29,2018-09-02
-1.27,0.71,0.77,134.83,0.0,0.33,6,2017-12-15
13.51,0.7,1.64,243.79,0.0,0.27,26,2018-04-15
1.97,0.58,2.92,29.97,0.0,0.4,14,2015-12-15
10.01,0.76,3.37,279.8,0.0,0.25,13,2016-04-15
18.3,0.47,1.41,266.79,0.0,0.12,26,2014-05-15
13.86,0.63,1.87,41.46,0.0,0.25,17,2018-01-15
13.75,0.57,3.34,26.17,0.0,0.31,40,2016-02-15
11.91,0.45,3.1,312.57,0.0,0.05,16,2017-12-16
14.97,0.94,1.32,302.37,0.64,0.38,7,2019-07-15
10.39,0.81,1.42,36.5,0.0,0.11,18,2019-03-15
9.73,0.32,3.05,21.04,0.0,0.05,17,2013-12-15
23.76,0.18,2.59,190.5,0.0,0.02,31,2017-08-15
12.12,0.79,1.24,229.26,0.0,0.17,13,2017-11-15
11.7,0.33,2.54,324.55,0.0,0.18,5,2013-04-09
4.38,0.9,0.97,345.49,0.53,0.31,31,2017-01-15
2.91,0.77,2.73,290.09,0.0,0.25,7,2015-05-15
26.1,0.74,1.43,28.34,6.94,0.37,28,2019-07-16
23.35,0.24,1.36,201.75,0.0,0.18,39,2016-08-30
25.54,0.88,3.53,169.68,0.0,0.11,42,2018-11-15
14.47,0.95,3.31,296.39,0.37,0.11,23,2017-10-20
16.18,0.97,0.52,296.28,0.17,0.45,4,2019-11-15
15.26,0.82,0.51,189.83,0.01,0.07,20,2018-06-30
8.85,0.83,1.96,31.97,0.0,0.34,1,2014-12-15
14.77,0.85,5.33,149.24,0.03,0.3,37,2016-10-15
6.41,0.78,1.18,1.71,0.08,0.48,9,2014-12-15
22.27,0.58,0.42,118.2,0.0,0.09,20,2019-07-28
13.4,0.44,0.72,288.32,0.0,0.14,14,2016-09-22
24.22,0.33,2.55,355.22,0.0,0.27,9,2019-08-15
25.32,0.5,2.14,130.85,0.0,0.15,40,2018-07-15
17.84,0.86,0.8,252.75,0.54,0.28,27,2018-06-04
27.7,0.45,0.89,237.47,0.0,0.12,41,2015-07-15
10.94,0.38,4.21,335.96,0.0,0.18,8,2015-04-15
26.7,0.61,3.22,229.93,0.0,0.3,29,2018-08-26
3.76,0.79,1.54,84.67,0.3,0.39,48,2016-01-15
12.84,0.92,1.21,36.03,0.0,0.12,37,2018-10-15
28.77,0.26,0.77,18.45,0.0,0.27,9,2018-07-29
23.33,0.89,1.28,0.65,0.07,0.4,28,2013-05-30
11.07,0.89,1.69,117.64,0.11,0.17,35,2015-05-15
14.38,0.28,0.46,278.58,0.0,0.0,25,2016-11-15
11.83,0.71,1.27,21.08,0.0,0.18,35,2018-12-15
19.19,0.6,1.79,353.88,0.0,0.06,16,2013-09-15
4.92,0.83,0.4,99.67,0.27,0.21,31,2019-12-15
7.12,0.67,2.62,13.66,0.0,0.06,49,2013-01-15
24.11,0.42,3.24,203.21,0.0,0.06,35,2013-06-10
-0.07,0.87,2.24,220.83,0.68,0.31,22,2016-01-15
14.52,0.33,2.55,336.45,0.0,0.05,16,2014-02-15
12.13,0.26,1.94,100.36,0.0,0.09,38,2013-06-15
11.86,0.89,1.35,154.69,0.0,0.2,46,2014-11-15
11.41,0.92,2.3,250.33,0.48,0.27,7,2018-06-15
5.92,0.89,1.65,82.32,0.0,0.43,3,2014-11-15
10.09,0.9,2.71,175.56,0.0,0.32,7,2019-09-15
18.62,0.43,2.55,74.95,0.0,0.19,40,2014-05-15
2.29,0.62,1.25,350.0,0.0,0.29,38,2014-03-15
24.32,0.26,5.01,336.59,0.0,0.11,8,2018-06-23
11.72,0.72,1.74,45.1,0.0,0.2,10,2019-03-15
15.88,0.25,3.97,335.55,0.0,0.1,44,2013-10-15
11.75,0.68,1.21,290.37,0.0,0.42,9,2019-04-15
18.18,0.71,1.15,101.11,0.0,0.05,1,2015-06-24
23.29,0.92,1.95,160.65,0.2,0.4,28,2013-06-15
