temperature,relative_humidity,wind_speed,wind_direction,total_precipitation,volumetric_soil_water_layer_1,Counties_Idx,Started_Date
20.66,0.22,1.29,41.7,0.0,0.04,20,2019-10-24
14.26,0.77,0.93,62.1,0.0,0.26,48,2019-06-15
21.81,0.84,4.59,300.03,0.0,0.1,42,2016-12-15
8.65,0.85,2.02,186.62,0.38,0.22,20,2018-03-15
14.31,0.84,0.98,71.62,0.0,0.21,27,2013-06-15
14.83,0.9,0.66,108.25,0.28,0.43,4,2018-09-15
9.69,0.82,1.37,139.88,0.01,0.37,34,2014-12-15
12.62,0.28,2.59,53.36,0.0,0.05,43,2014-01-15
18.72,0.83,1.27,115.94,0.01,0.07,16,2017-07-17
12.17,0.94,1.21,238.58,0.0,0.35,12,2014-02-15
13.04,0.84,1.39,128.5,0.0,0.32,34,2016-12-15
20.9,0.83,0.95,285.92,0.0,0.05,10,2018-08-06
11.38,0.45,3.07,42.66,0.0,0.18,14,2017-09-25
-4.15,0.67,0.97,204.3,0.0,0.13,31,2016-01-15
17.3,0.53,0.7,344.27,0.0,0.17,47,2015-04-15
-5.07,0.88,2.63,336.68,0.0,0.31,21,2018-11-15
20.47,0.29,2.9,33.78,0.0,0.02,10,2019-10-25
11.89,0.91,1.71,340.99,0.0,0.27,21,2014-07-15
20.85,0.7,1.67,287.06,0.03,0.35,4,2019-09-01
4.63,0.77,2.02,312.63,0.0,0.4,45,2015-03-15
20.45,0.79,2.7,350.03,0.11,0.08,19,2015-06-15
25.42,0.59,4.67,291.11,0.0,0.05,19,2014-06-15
12.85,0.62,5.49,309.69,0.0,0.23,24,2016-04-15
25.94,0.86,1.72,72.87,0.0,0.19,42,2014-09-15
8.8,0.79,0.85,111.09,0.0,0.3,5,2018-12-15
14.88,0.98,0.69,64.06,0.6,0.43,27,2017-03-15
31.1,0.3,1.94,211.48,0.03,0.07,20,2019-07-22
13.54,0.92,1.93,217.16,0.0,0.08,30,2016-07-15
10.39,0.73,0.69,90.28,0.0,0.27,6,2018-05-19
17.14,0.65,6.62,271.78,0.0,0.16,2,2018-06-14
11.74,0.84,0.54,158.74,0.0,0.37,34,2017-02-15
7.22,0.85,1.51,139.91,0.16,0.45,3,2018-12-15
15.35,0.7,1.93,220.99,0.0,0.13,26,2013-06-15
21.58,0.26,2.49,301.21,0.0,0.12,24,2014-06-15
8.52,0.69,4.47,20.44,0.0,0.1,50,2018-01-15
13.84,0.84,1.58,16.49,0.0,0.19,23,2013-03-15
-10.39,0.61,1.74,168.47,0.0,0.3,21,2014-04-15
4.91,0.52,1.48,308.66,0.0,0.21,25,2017-01-15
15.3,0.41,4.46,311.27,0.0,0.19,5,2017-04-28
16.4,0.91,0.28,97.05,1.81,0.46,4,2019-12-15
12.94,0.95,3.26,294.99,0.0,0.04,49,2015-06-15
8.01,0.83,2.13,243.0,0.0,0.37,33,2019-12-15
8.35,0.73,0.88,56.89,0.0,0.41,40,2014-12-15
16.79,0.56,1.99,188.53,0.0,0.04,50,2014-04-15
24.1,0.67,2.49,319.5,0.0,0.06,19,2019-06-15
13.13,0.88,8.79,157.3,0.8,0.42,8,2016-12-15
18.96,0.43,1.26,61.81,0.0,0.23,0,2016-05-30
24.67,0.31,3.24,137.19,0.0,0.12,44,2013-05-15
26.94,0.46,0.82,1.09,0.0,0.26,9,2018-07-24
6.75,0.87,1.61,229.46,0.01,0.27,22,2016-02-15
12.31,0.55,3.06,253.54,0.0,0.26,26,2019-04-15
13.41,0.89,1.31,277.5,0.0,0.1,10,2013-03-15
12.01,0.91,3.15,278.61,0.0,0.04,49,2013-06-15
17.21,0.91,0.84,175.96,0.02,0.06,35,2017-10-02
18.51,0.66,5.96,20.91,0.0,0.02,50,2018-04-15
16.93,0.93,0.41,0.05,0.78,0.45,4,2017-01-15
18.91,0.74,2.74,175.79,0.0,0.11,33,2019-08-02
1.91,0.83,2.06,134.74,0.01,0.4,6,2014-12-15
14.49,0.84,0.29,54.13,0.2,0.28,27,2018-05-15
1.21,0.82,3.41,302.69,0.06,0.22,22,2016-04-15
13.69,0.35,0.84,97.6,0.0,0.07,20,2015-02-15
14.24,0.82,1.5,248.21,0.0,0.11,26,2016-09-15
18.07,0.54,2.62,322.48,0.0,0.04,19,2014-05-15
16.87,0.28,1.92,31.79,0.0,0.04,11,2017-10-26
16.24,0.71,6.88,262.13,0.0,0.22,2,2017-06-15
17.34,0.79,2.85,289.12,0.0,0.07,16,2017-08-15
16.26,0.87,0.94,186.16,0.0,0.09,43,2013-06-15
2.52,0.73,0.53,293.66,0.0,0.22,25,2014-12-15
2.14,0.91,0.9,119.8,0.0,0.36,38,2018-01-15
17.97,0.49,0.89,347.92,0.0,0.26,9,2015-10-15
8.84,0.75,5.22,321.76,0.02,0.12,18,2018-03-15
9.44,0.53,2.53,354.77,0.0,0.47,9,2018-03-27
12.23,0.98,0.87,222.5,0.0,0.11,37,2016-09-10
13.26,0.86,1.11,2.41,0.0,0.18,6,2017-08-14
22.93,0.54,2.36,47.86,0.0,0.16,14,2015-07-01
13.15,0.7,2.33,156.95,0.0,0.34,45,2014-09-15
4.81,0.87,1.82,67.41,0.0,0.17,13,2013-12-15
28.14,0.35,2.23,141.18,0.0,0.05,35,2018-08-10
8.91,0.98,2.88,105.4,0.08,0.29,2,2015-12-15
20.58,0.36,2.37,33.88,0.0,0.02,10,2019-10-25
12.27,0.77,4.56,111.77,0.22,0.07,49,2014-12-15
4.06,0.89,2.4,345.49,0.0,0.3,13,2015-12-15
12.35,0.9,1.36,307.29,0.0,0.06,13,2019-10-27
13.19,0.73,0.82,345.6,0.0,0.43,9,2017-03-15
20.99,0.35,2.31,333.45,0.0,0.14,34,2019-06-26
4.74,0.89,1.36,94.02,0.07,0.44,14,2018-03-15
17.23,0.55,1.03,69.66,0.0,0.16,14,2016-08-02
16.19,0.81,0.68,205.11,0.0,0.1,43,2019-05-15
30.65,0.44,1.55,340.64,0.0,0.21,29,2015-07-29
23.96,0.85,1.5,188.79,0.0,0.35,29,2018-07-27
6.98,0.83,2.17,265.58,0.0,0.36,44,2019-12-15
-22.91,0.76,3.6,144.86,0.25,0.33,21,2015-02-15
20.45,0.73,0.73,173.72,0.0,0.07,20,2015-10-15
9.79,0.88,1.97,62.52,0.0,0.36,24,2017-02-15
9.25,0.83,3.02,103.92,0.07,0.36,24,2019-01-15
23.65,0.65,0.83,179.13,0.0,0.08,11,2018-08-16
17.32,0.79,1.93,244.59,0.0,0.11,12,2019-09-15
23.13,0.53,1.54,277.31,0.0,0.13,34,2019-07-18
0.02,0.87,5.99,182.69,0.0,0.32,32,2014-12-15
0.97,0.83,5.91,184.52,1.45,0.42,38,2019-02-15
24.93,0.83,3.18,215.46,0.0,0.05,42,2016-05-15
21.84,0.69,2.79,274.27,0.0,0.05,19,2014-10-15
12.95,0.89,2.0,209.67,0.0,0.11,13,2018-06-02
-22.76,0.8,2.81,228.47,0.0,0.29,7,2016-12-15
34.14,0.19,1.38,334.66,0.0,0.11,34,2019-09-13
3.95,0.62,1.13,66.11,0.0,0.21,48,2013-10-15
13.42,0.97,4.38,320.9,0.01,0.12,37,2018-07-27
-24.35,0.66,2.76,263.21,0.0,0.3,21,2016-12-15
5.97,0.75,5.41,317.7,0.0,0.39,41,2016-02-15
12.5,0.43,0.93,296.08,0.0,0.12,34,2013-10-15
16.68,0.54,0.93,320.86,0.0,0.09,16,2017-03-15
6.71,0.88,4.09,192.44,3.41,0.45,6,2016-12-15
-8.05,0.8,1.88,31.07,0.0,0.39,45,2013-01-15
-14.59,0.83,4.16,250.42,0.0,0.25,7,2019-12-15
8.15,0.27,6.09,303.68,0.0,0.02,31,2015-04-15
7.43,0.41,1.34,314.26,0.0,0.12,15,2018-11-15
16.77,0.46,0.55,153.27,0.0,0.06,20,2013-08-08
24.58,0.36,2.53,316.26,0.0,0.15,34,2016-08-03
10.35,0.56,2.26,48.17,0.0,0.12,23,2017-12-15
15.81,0.93,2.03,346.33,0.0,0.25,2,2016-09-15
13.88,0.64,2.64,142.43,0.0,0.14,44,2015-05-15
6.82,0.88,2.63,297.63,0.0,0.23,2,2017-04-13
13.83,0.59,1.49,161.36,0.0,0.12,46,2017-05-15
11.28,0.97,1.58,226.98,0.0,0.21,13,2014-03-15
28.47,0.24,2.81,12.97,0.0,0.11,12,2019-10-23
12.34,0.9,1.68,37.35,0.01,0.35,21,2016-07-15
28.76,0.62,3.42,236.53,1.02,0.26,32,2016-06-26
13.39,0.94,1.5,340.35,0.0,0.05,18,2016-09-15
22.3,0.4,1.61,158.16,0.0,0.03,31,2015-07-15
1.83,0.69,0.76,114.55,0.0,0.37,6,2019-03-15
22.89,0.84,2.25,133.89,0.0,0.08,42,2016-04-15
8.01,0.8,1.86,202.11,0.0,0.35,13,2019-03-15
19.79,0.96,2.02,16.65,0.02,0.32,28,2017-03-15
12.02,0.81,1.2,60.6,0.0,0.36,0,2019-04-15
14.05,0.37,1.61,92.74,0.0,0.19,39,2014-06-15
17.84,0.82,0.87,142.95,0.0,0.05,1,2017-06-17
15.56,0.91,0.47,60.84,0.58,0.27,27,2018-12-15
20.01,0.52,6.17,283.18,0.0,0.37,7,2015-07-30
26.61,0.69,2.59,10.01,0.0,0.02,50,2016-07-15
13.71,0.81,0.5,184.66,0.0,0.07,17,2018-05-15
21.63,0.32,3.88,321.42,0.0,0.06,16,2013-07-15
8.02,0.63,2.49,349.75,0.0,0.33,14,2016-04-15
9.74,0.96,1.36,170.56,0.03,0.15,23,2015-05-15
16.49,0.74,0.73,353.64,0.0,0.12,19,2018-04-15
13.49,0.99,1.5,231.03,0.0,0.23,30,2017-03-15
20.1,0.85,1.08,147.63,0.0,0.09,43,2013-07-15
20.88,0.86,1.77,306.45,0.0,0.05,10,2015-08-13
30.94,0.26,0.89,44.7,0.0,0.25,9,2013-08-19
11.18,0.9,2.15,349.63,0.0,0.28,37,2014-03-15
10.9,0.85,2.62,75.36,0.53,0.4,12,2014-12-15
8.78,0.84,4.8,204.22,0.02,0.34,22,2016-10-15
14.26,0.89,3.26,136.96,0.02,0.39,14,2016-10-15
-3.86,0.86,4.12,185.43,0.0,0.33,7,2017-02-15
10.64,0.75,2.04,196.6,0.0,0.33,15,2016-01-15
11.53,0.5,1.55,64.05,0.0,0.05,17,2015-11-15
9.85,0.83,4.55,346.62,0.0,0.07,18,2015-04-15
15.97,0.58,1.18,55.69,0.0,0.12,0,2013-09-15
16.82,0.41,1.54,336.86,0.0,0.04,10,2018-04-15
11.56,0.94,1.28,201.58,0.0,0.25,30,2014-02-15
12.85,0.31,1.45,244.5,0.0,0.03,31,2017-04-15
13.73,0.83,0.77,65.44,0.0,0.18,27,2016-10-15
14.15,0.79,7.0,147.07,2.14,0.27,32,2015-09-15
13.75,0.89,7.52,152.63,0.05,0.08,50,2014-01-15
11.35,0.81,3.6,319.04,0.0,0.2,21,2015-06-15
25.83,0.2,3.35,188.19,0.0,0.16,6,2016-07-21
13.32,0.87,2.34,149.3,0.01,0.09,37,2019-11-15
22.61,0.34,1.25,262.56,0.0,0.09,38,2019-08-24
19.84,0.63,1.82,287.32,0.06,0.36,7,2016-08-12
24.86,0.5,4.11,146.76,0.0,0.11,44,2019-06-15
18.74,0.51,1.8,3.04,0.0,0.06,16,2018-09-01
25.22,0.82,1.67,8.64,0.0,0.02,50,2019-08-15
10.78,0.79,6.67,176.55,1.13,0.43,46,2019-02-15
19.66,0.95,1.32,15.16,0.0,0.2,28,2019-01-15
10.99,0.9,1.66,300.91,0.0,0.15,37,2018-05-15
8.34,0.88,3.56,232.65,0.08,0.41,41,2018-03-15
18.95,0.83,1.3,165.57,0.02,0.07,20,2015-09-15
11.8,0.86,6.84,119.1,0.35,0.37,37,2014-12-15
11.26,0.84,1.54,9.19,0.0,0.17,16,2017-02-15
8.84,0.83,2.1,253.02,0.0,0.39,13,2016-03-15
9.19,0.74,1.36,302.94,0.0,0.38,44,2016-03-15
17.98,0.58,1.62,153.73,0.0,0.06,22,2017-07-24
15.66,0.61,2.32,2.08,0.0,0.14,23,2015-06-20
19.59,0.24,4.66,9.66,0.0,0.26,9,2016-06-11
21.81,0.91,0.91,357.85,0.0,0.37,28,2018-01-15
22.17,0.42,1.85,66.27,0.0,0.16,14,2016-07-28
15.64,0.33,1.49,65.8,0.0,0.17,48,2019-09-15
17.34,0.54,1.8,291.44,0.0,0.15,12,2014-05-15
18.76,0.54,2.6,102.76,0.0,0.07,16,2013-08-15
5.47,0.53,2.72,7.93,0.0,0.09,17,2015-12-15
11.63,0.84,1.42,146.06,0.0,0.06,33,2019-11-15
18.32,0.55,1.65,80.22,0.0,0.04,10,2017-10-15
1.38,0.86,5.95,169.67,0.06,0.33,21,2019-04-15
5.92,0.86,2.17,59.21,0.0,0.11,30,2017-12-15
7.75,0.57,1.72,59.99,0.0,0.16,0,2019-10-15
21.28,0.98,0.11,284.83,0.03,0.34,28,2019-12-15
19.94,0.58,1.15,168.38,0.0,0.08,17,2014-05-26
9.89,0.97,3.93,162.36,0.01,0.28,2,2016-12-15
15.59,0.72,7.48,184.77,0.33,0.21,2,2013-06-14
4.69,0.9,4.33,61.77,0.0,0.34,32,2019-11-15
16.37,0.72,0.25,69.61,0.0,0.19,8,2015-03-15
14.5,0.95,0.76,227.46,0.0,0.1,37,2015-07-30
29.79,0.38,2.64,182.25,0.0,0.16,41,2013-07-12
15.3,0.74,1.05,277.39,0.0,0.13,26,2014-09-11
18.92,0.34,1.15,264.52,0.0,0.11,15,2016-10-20
10.03,0.62,2.39,3.54,0.0,0.08,11,2015-01-15
4.91,0.23,3.13,37.67,0.0,0.07,20,2017-12-05
15.84,0.74,0.94,275.24,0.0,0.36,41,2013-04-15
9.78,0.65,1.46,66.47,0.0,0.29,48,2014-05-15
26.29,0.31,3.63,243.77,0.0,0.07,47,2015-05-15
11.05,0.45,2.15,22.73,0.0,0.05,1,2013-02-15
25.55,0.74,1.16,4.64,0.27,0.36,28,2018-06-29
16.38,0.82,0.8,132.99,0.0,0.03,1,2016-10-15
28.99,0.23,4.49,266.12,0.0,0.12,41,2015-09-09
2.36,0.56,2.35,71.09,0.0,0.24,3,2018-11-15
12.11,0.34,4.6,346.65,0.0,0.12,44,2018-02-15
33.46,0.29,5.85,158.53,0.0,0.11,44,2013-06-10
12.02,0.44,0.51,165.52,0.0,0.34,44,2019-03-15
9.38,0.86,1.94,288.19,0.0,0.12,34,2013-11-15
13.66,0.46,0.4,31.18,0.0,0.18,39,2016-08-05
13.41,0.91,11.0,8.06,4.85,0.44,7,2015-07-28
13.75,0.6,5.05,331.94,0.0,0.08,19,2013-11-15
13.12,0.88,6.85,156.96,0.87,0.2,37,2015-11-15
10.37,0.72,2.29,307.0,0.0,0.22,47,2019-02-15
9.86,0.79,1.79,291.16,0.0,0.39,30,2016-03-15
15.95,0.77,1.42,337.38,0.0,0.05,10,2017-11-15
9.48,0.81,4.77,351.72,0.0,0.06,49,2015-12-15
28.98,0.75,2.91,153.0,0.05,0.17,42,2018-06-24
23.69,0.46,2.21,257.04,0.0,0.13,13,2018-08-17
3.51,0.36,3.44,92.96,0.0,0.1,38,2018-10-15
21.16,0.41,4.4,79.07,0.0,0.18,41,2014-05-15
23.0,0.66,4.09,9.59,0.0,0.03,50,2019-07-15
-1.38,0.58,3.36,68.77,0.0,0.35,3,2014-01-22
11.19,0.53,2.4,90.03,0.0,0.4,39,2018-01-15
14.86,0.95,2.31,245.27,0.0,0.1,13,2013-09-08
20.41,0.49,1.01,33.75,0.0,0.18,15,2015-03-15
16.56,0.96,0.23,63.55,0.46,0.45,4,2016-10-15
15.06,0.88,0.2,68.62,1.12,0.39,4,2019-08-15
17.71,0.31,2.13,41.35,0.0,0.06,16,2017-10-15
24.05,0.15,1.15,174.47,0.0,0.01,31,2016-08-15
-30.54,0.77,2.27,355.27,0.0,0.33,7,2018-01-15
21.32,0.33,1.91,346.58,0.0,0.12,41,2018-10-07
12.6,0.88,3.58,347.79,0.0,0.26,37,2016-02-15
12.68,0.63,0.86,159.39,0.0,0.19,7,2015-06-10
18.34,0.38,4.6,307.55,0.0,0.12,5,2016-06-15
19.9,0.67,1.26,47.85,0.0,0.18,14,2017-07-02
14.48,0.52,4.63,336.9,0.0,0.23,8,2018-10-07
13.21,0.91,0.51,66.59,0.0,0.25,27,2014-02-15
8.76,0.78,1.51,20.81,0.0,0.21,33,2013-02-15
6.09,0.92,0.55,56.99,0.0,0.27,33,2015-01-15
32.61,0.14,2.61,284.6,0.0,0.16,14,2016-09-16
19.79,0.3,2.95,70.43,0.0,0.03,10,2014-05-14
13.14,0.36,3.29,31.3,0.0,0.04,16,2014-01-15
20.76,0.48,2.16,187.93,0.0,0.05,1,2013-08-09
15.98,0.76,0.83,338.47,0.0,0.07,16,2018-10-15
18.62,0.36,1.25,28.29,0.0,0.05,1,2016-11-14
9.89,0.91,1.35,187.43,0.01,0.26,41,2018-02-15
16.93,0.89,1.81,61.89,0.0,0.34,45,2019-09-05
15.48,0.56,0.16,231.75,0.0,0.18,39,2019-05-15
20.9,0.46,2.92,313.58,0.0,0.12,24,2015-07-25
7.84,0.77,3.51,17.81,0.0,0.27,21,2013-09-15
14.23,0.92,3.02,329.89,0.0,0.04,49,2016-09-15
10.32,0.61,1.66,50.59,0.0,0.05,22,2018-09-02
1.23,0.72,2.12,71.75,0.0,0.29,39,2013-12-15
35.59,0.2,1.67,258.42,0.0,0.17,14,2014-07-14
24.69,0.43,1.84,330.64,0.0,0.11,36,2015-10-15
5.74,0.56,3.39,314.25,0.0,0.33,32,2016-04-15
24.0,0.45,1.33,190.4,0.0,0.04,19,2019-10-11
29.22,0.46,1.07,309.55,0.0,0.34,45,2015-07-30
9.34,0.77,3.68,23.7,0.0,0.04,49,2013-12-15
12.99,0.91,1.81,259.71,0.0,0.09,30,2014-11-15
13.25,0.7,4.87,359.26,0.01,0.31,32,2014-06-15
13.26,0.9,1.31,270.38,0.01,0.3,43,2019-12-15
13.24,0.8,3.3,11.56,0.0,0.1,50,2014-12-15
-0.65,0.97,0.93,148.08,0.0,0.32,32,2017-02-15
19.12,0.65,2.13,158.3,0.0,0.08,11,2018-06-29
10.41,0.87,1.22,58.0,0.56,0.23,2,2017-04-30
11.91,0.7,2.01,36.49,0.0,0.19,23,2014-03-15
19.42,0.6,0.99,91.5,0.0,0.06,17,2017-06-15
22.3,0.1,0.37,245.53,0.0,0.02,25,2014-05-15
30.05,0.7,3.03,95.44,0.14,0.15,42,2017-07-05
12.84,0.63,1.77,30.34,0.0,0.13,23,2017-09-23
13.62,0.96,3.43,332.38,0.0,0.15,37,2016-05-15
9.29,0.97,1.53,66.39,0.0,0.3,30,2018-01-15
13.54,0.33,3.16,312.81,0.0,0.04,22,2014-06-15
19.52,0.65,4.12,276.68,0.0,0.05,10,2018-05-09
12.28,0.68,1.63,91.97,0.0,0.08,11,2017-05-14
17.34,0.89,1.77,224.45,0.0,0.18,13,2015-03-15
15.72,0.93,0.86,241.03,0.0,0.06,10,2017-06-04
21.67,0.43,2.89,136.47,0.0,0.17,40,2013-05-15
16.83,0.74,1.95,298.58,0.0,0.3,45,2015-08-25
15.62,0.68,3.08,197.82,0.0,0.09,33,2016-09-11
27.09,0.03,0.87,146.59,0.0,0.01,25,2014-08-15
9.74,0.95,8.13,241.69,1.29,0.31,2,2018-01-15
18.73,0.36,1.77,312.79,0.0,0.1,15,2016-09-15
17.44,0.53,1.5,59.06,0.0,0.15,0,2017-07-29
16.77,0.72,3.13,169.46,0.0,0.13,46,2013-09-15
15.19,0.3,3.29,10.73,0.0,0.18,40,2019-06-08
20.52,0.54,6.23,107.55,0.0,0.26,2,2014-06-06
14.04,0.66,1.32,65.81,0.0,0.29,48,2015-06-15
20.12,0.45,2.8,306.29,0.0,0.12,36,2019-05-15
6.82,0.83,1.73,288.77,0.0,0.26,29,2015-10-15
18.38,0.7,0.79,110.23,0.0,0.06,1,2018-09-09
3.31,0.95,4.01,269.14,0.01,0.37,32,2019-02-15
4.41,0.62,3.61,240.15,0.0,0.25,21,2016-05-15
7.87,0.42,3.55,57.18,0.0,0.25,40,2014-01-15
12.32,0.76,5.23,336.42,0.62,0.12,19,2017-11-15
11.9,0.67,3.15,260.05,0.0,0.2,30,2019-04-15
16.76,0.47,1.57,95.3,0.0,0.14,40,2018-09-15
18.85,0.61,1.55,151.15,0.0,0.19,34,2015-03-15
25.51,0.27,0.73,243.74,0.0,0.12,12,2017-10-07
27.91,0.35,3.31,180.97,0.0,0.26,9,2016-07-08
11.81,0.58,4.36,342.57,0.0,0.3,32,2014-05-15
16.64,0.11,0.97,277.43,0.0,0.0,25,2019-10-15
23.78,0.57,2.48,158.48,0.0,0.11,33,2019-07-15
-5.63,0.8,2.13,104.02,0.0,0.16,22,2013-12-15
16.36,0.9,2.28,242.01,0.0,0.08,30,2014-09-15
13.31,0.75,2.78,313.8,0.0,0.11,24,2019-11-15
21.72,0.39,0.42,315.72,0.0,0.07,44,2016-09-15
3.59,0.88,2.82,293.04,0.0,0.29,21,2015-05-15
23.19,0.54,0.97,279.89,0.0,0.27,29,2017-09-12
2.87,0.51,3.79,57.45,0.0,0.39,3,2015-04-15
13.36,0.71,1.37,21.52,0.0,0.04,35,2018-10-12
13.33,0.95,0.28,69.21,0.17,0.3,27,2018-01-15
35.23,0.22,2.65,316.15,0.0,0.11,41,2019-08-15
23.49,0.7,3.5,246.87,0.0,0.05,10,2019-07-28
13.47,0.71,0.8,143.66,0.0,0.26,5,2016-12-15
3.21,0.79,2.05,70.16,0.0,0.46,3,2016-03-15
9.88,0.73,2.07,150.13,0.0,0.31,6,2015-03-15
14.73,0.54,0.83,101.78,0.0,0.09,38,2019-07-14
13.62,0.65,1.81,251.5,0.0,0.12,38,2014-08-15
9.24,0.6,1.57,60.26,0.0,0.37,0,2015-02-15
10.88,0.82,1.58,64.11,0.0,0.37,0,2018-04-15
15.52,0.46,1.45,320.94,0.0,0.11,38,2013-08-09
15.28,0.6,2.18,227.04,0.0,0.12,26,2014-06-15
10.28,0.83,2.17,32.3,0.0,0.35,1,2017-01-15
12.69,0.6,1.52,100.13,0.0,0.06,18,2017-12-15
13.29,0.85,0.86,259.25,0.08,0.19,5,2015-05-15
12.46,0.84,6.51,186.0,0.26,0.12,18,2016-01-15
24.8,0.31,1.53,223.31,0.0,0.15,0,2019-08-08
21.26,0.49,2.22,193.86,0.0,0.06,17,2014-06-06
16.27,0.15,0.72,349.4,0.0,0.01,25,2017-04-15
13.22,0.6,3.54,30.54,0.0,0.31,14,2016-02-15
27.38,0.34,0.21,113.07,0.0,0.06,17,2017-07-07
24.45,0.14,1.51,155.1,0.0,0.01,25,2016-06-15
16.92,0.46,1.86,103.92,0.0,0.05,35,2013-11-15
9.73,0.86,5.72,311.61,0.09,0.07,18,2017-05-14
5.46,0.63,1.65,79.73,0.0,0.06,30,2018-11-14
13.08,0.71,0.73,52.17,0.0,0.28,24,2016-12-15
12.47,0.92,3.62,322.77,0.04,0.05,18,2017-06-28
20.46,0.67,4.43,284.37,0.0,0.05,10,2018-06-03
12.29,0.45,1.85,337.05,0.0,0.11,24,2013-10-15
8.13,0.93,2.11,345.35,0.0,0.32,37,2017-01-15
3.94,0.52,4.03,172.17,0.0,0.17,22,2015-11-15
18.47,0.74,0.82,231.19,0.0,0.13,23,2018-07-21
21.51,0.64,6.36,13.69,0.0,0.02,50,2017-05-15
10.72,0.57,3.17,352.17,0.0,0.45,9,2015-02-15
26.56,0.61,8.34,2.58,0.0,0.02,50,2018-07-15
8.39,0.89,3.96,331.67,0.08,0.35,37,2019-12-15
14.58,0.66,1.54,9.84,0.0,0.07,16,2014-11-15
27.42,0.74,0.94,1.23,0.0,0.03,50,2014-08-15
29.65,0.73,4.48,47.4,0.05,0.15,42,2018-08-06
7.1,0.43,0.9,271.2,0.0,0.03,25,2015-01-15
10.3,0.51,1.71,126.62,0.0,0.07,22,2014-05-15
11.35,0.56,1.67,264.38,0.0,0.09,38,2016-09-11
26.01,0.11,4.42,356.87,0.0,0.15,14,2017-10-08
12.16,0.68,4.98,331.87,0.0,0.17,23,2016-04-15
11.81,0.79,0.78,322.78,0.0,0.06,18,2016-05-22
1.67,0.77,2.32,356.33,0.0,0.45,9,2013-12-15
17.06,0.81,0.34,107.96,2.47,0.42,4,2015-06-22
19.89,0.33,0.8,139.71,0.0,0.17,6,2017-06-06
12.19,0.9,1.44,176.34,0.0,0.18,33,2014-11-15
16.38,0.17,2.9,9.16,0.0,0.18,40,2018-10-15
7.3,0.86,1.38,282.85,0.0,0.38,15,2017-01-15
24.27,0.59,1.19,22.6,0.0,0.05,11,2015-09-09
7.22,0.7,1.49,64.67,0.0,0.39,48,2018-04-15
17.03,0.71,2.29,16.51,0.0,0.14,23,2019-06-10
29.2,0.39,3.73,301.07,0.0,0.04,19,2016-06-28
20.81,0.73,3.93,68.74,0.15,0.17,42,2013-02-15
23.58,0.87,1.2,160.97,0.05,0.37,28,2015-08-15
36.22,0.17,2.6,313.21,0.0,0.1,5,2013-07-22
29.14,0.16,0.15,210.97,0.0,0.01,25,2013-09-15
9.49,0.76,2.52,280.72,0.0,0.36,34,2019-12-15
6.6,0.42,2.48,42.41,0.0,0.12,20,2013-02-15
13.73,0.5,1.21,35.44,0.0,0.05,17,2017-11-15
20.39,0.09,5.05,4.32,0.0,0.17,14,2013-05-01
13.38,0.97,4.48,320.63,0.0,0.12,37,2018-07-27
18.2,0.78,2.29,209.51,0.0,0.11,30,2015-03-15
32.34,0.48,5.61,296.5,0.02,0.05,19,2015-07-23
13.73,0.54,2.58,39.38,0.0,0.11,23,2013-10-15
21.69,0.67,3.56,350.5,0.02,0.32,29,2017-08-08
9.53,0.81,4.81,240.41,0.43,0.44,26,2019-02-15
6.57,0.55,2.85,62.89,0.0,0.21,0,2013-10-15
8.01,0.99,3.33,63.34,0.78,0.3,2,2018-04-09
15.08,0.67,1.86,256.67,0.0,0.15,12,2018-09-15
32.93,0.61,2.71,206.82,0.03,0.3,29,2016-08-13
7.38,0.46,1.19,68.73,0.0,0.39,48,2018-01-15
21.16,0.95,1.44,17.53,0.0,0.31,28,2013-01-15
14.0,0.55,0.9,45.08,0.0,0.05,35,2017-11-15
-5.89,0.77,1.47,106.83,0.0,0.34,45,2014-11-15
8.54,0.58,7.94,2.05,0.0,0.07,50,2017-02-15
17.75,0.33,1.09,92.99,0.0,0.09,38,2017-08-29
33.3,0.16,1.7,230.94,0.0,0.14,0,2016-07-30
15.08,0.74,1.73,227.54,0.0,0.06,18,2016-06-04
33.86,0.31,2.96,241.78,0.0,0.13,41,2018-07-10
13.8,0.71,1.64,233.73,0.0,0.14,26,2018-09-08
9.51,0.95,0.68,60.38,0.0,0.25,23,2018-12-15
-27.11,0.78,2.94,348.35,0.0,0.34,7,2018-02-15
10.99,0.83,0.57,205.55,0.03,0.41,35,2019-02-15
11.82,0.88,5.68,152.08,0.32,0.44,14,2016-12-15
27.88,0.52,1.76,69.13,0.0,0.06,47,2017-07-15
-2.63,0.67,2.68,89.95,0.04,0.26,22,2019-01-15
4.54,0.62,2.7,347.49,0.0,0.38,9,2018-02-15
2.97,0.77,0.48,213.81,0.0,0.1,31,2015-11-15
15.51,0.34,0.23,243.67,0.0,0.35,9,2014-04-15
19.13,0.3,1.26,204.91,0.0,0.22,3,2013-08-10
12.14,0.81,2.53,256.09,0.0,0.16,12,2018-05-15
34.86,0.12,0.59,194.06,0.0,0.01,25,2017-07-15
12.65,0.92,2.31,291.73,0.02,0.06,18,2017-06-09
22.51,0.6,2.09,243.2,0.11,0.22,27,2015-10-12
21.38,0.44,3.21,356.6,0.0,0.23,9,2013-09-09
18.04,0.89,0.22,67.54,0.82,0.45,4,2013-05-15
